Año - Semestre,Lugar de Clase,Nivel,Sede,Jornada,Programa Académico,Semestre,Código,Concepto Financiero,Valor del Concepto.
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,CICLO PROFESIONAL DE LICENCIATURA EN EDU. (653),9,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,CICLO PROFESIONAL DE LICENCIATURA EN EDU. (653),10,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),1,22,MATRICULA,840000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),2,22,MATRICULA,832000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),3,22,MATRICULA,832000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),4,22,MATRICULA,832000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),5,22,MATRICULA,832000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),6,22,MATRICULA,832000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),1,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),2,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),3,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),4,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),5,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),6,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),7,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),8,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),9,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),10,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (660),1,22,MATRICULA,840000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (660),2,22,MATRICULA,832000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN AGROPECUARIA AMBIENTAL. (910),1,22,MATRICULA,843000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN AGROPECUARIA AMBIENTAL. (910),2,22,MATRICULA,836000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN AGROPECUARIA AMBIENTAL. (910),3,22,MATRICULA,835000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN AGROPECUARIA AMBIENTAL. (910),4,22,MATRICULA,835000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN AGROPECUARIA AMBIENTAL. (910),5,22,MATRICULA,829000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN AGROPECUARIA AMBIENTAL. (910),6,22,MATRICULA,830000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN ELECTRICIDAD. (603),1,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN ELECTRICIDAD. (603),2,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN ELECTRICIDAD. (603),3,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN ELECTRICIDAD. (603),4,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN ELECTRICIDAD. (603),5,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN ELECTRICIDAD. (603),6,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN GESTIÓN DE SALUD. (601),1,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN GESTIÓN DE SALUD. (601),2,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN GESTIÓN DE SALUD. (601),3,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN GESTIÓN DE SALUD. (601),4,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN GESTIÓN DE SALUD. (601),5,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN GESTIÓN DE SALUD. (601),6,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN LOGISTICA EMPRESARIAL. (930),1,22,MATRICULA,843000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN LOGISTICA EMPRESARIAL. (930),2,22,MATRICULA,836000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN LOGISTICA EMPRESARIAL. (930),3,22,MATRICULA,835000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN LOGISTICA EMPRESARIAL. (930),4,22,MATRICULA,835000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN LOGISTICA EMPRESARIAL. (930),5,22,MATRICULA,829000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN LOGISTICA EMPRESARIAL. (930),6,22,MATRICULA,829000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS. (606),1,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS. (606),2,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS. (606),3,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS. (606),4,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS. (606),5,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS. (606),6,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN OBRAS CIVILES. (602),1,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN OBRAS CIVILES. (602),2,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN OBRAS CIVILES. (602),3,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN OBRAS CIVILES. (602),4,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN OBRAS CIVILES. (602),5,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN OBRAS CIVILES. (602),6,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN REGENCIA DE FARMACIA. (605),1,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN REGENCIA DE FARMACIA. (605),2,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN REGENCIA DE FARMACIA. (605),3,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN REGENCIA DE FARMACIA. (605),4,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN REGENCIA DE FARMACIA. (605),5,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN REGENCIA DE FARMACIA. (605),6,22,MATRICULA,803400
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),1,22,MATRICULA,1527000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),2,22,MATRICULA,1512000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),3,22,MATRICULA,1513000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),4,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),5,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),6,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),7,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),8,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),9,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),10,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),11,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),12,22,MATRICULA,376000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (321),12,22,MATRICULA,376000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),1,22,MATRICULA,1527000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),2,22,MATRICULA,1512000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),3,22,MATRICULA,1513000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),4,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),5,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),6,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),7,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),8,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),9,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),1,22,MATRICULA,1527000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),2,22,MATRICULA,1512000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),3,22,MATRICULA,1513000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),4,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),5,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),6,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),7,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),8,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),9,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),10,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),11,22,MATRICULA,1504000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),12,22,MATRICULA,250667
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (510),1,22,MATRICULA,1572000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (510),2,22,MATRICULA,1557000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (510),3,22,MATRICULA,1557000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (510),4,22,MATRICULA,1556000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (510),5,22,MATRICULA,1556000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (510),6,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (510),7,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (510),8,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (510),9,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (510),10,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (510),11,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (510),12,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (520),1,22,MATRICULA,3150000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (520),2,22,MATRICULA,3114000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (520),3,22,MATRICULA,3114000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (520),4,22,MATRICULA,3112000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (520),5,22,MATRICULA,3112000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (520),6,22,MATRICULA,3094000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (520),7,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (520),8,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (520),9,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (520),10,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (520),11,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (520),12,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),1,22,MATRICULA,1572000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),2,22,MATRICULA,1557000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),3,22,MATRICULA,1557000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),4,22,MATRICULA,1556000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),5,22,MATRICULA,1556000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),6,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),7,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),8,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),9,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),10,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),11,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),12,22,MATRICULA,1547000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),13,22,MATRICULA,1300000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),1,22,MATRICULA,1184000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),2,22,MATRICULA,1174000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),3,22,MATRICULA,1173000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),4,22,MATRICULA,1173000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),5,22,MATRICULA,1165000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),6,22,MATRICULA,1165000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),7,22,MATRICULA,1165000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),8,22,MATRICULA,1165000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),9,22,MATRICULA,1165000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),10,22,MATRICULA,1165000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),11,22,MATRICULA,1165000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),12,22,MATRICULA,1131000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),1,22,MATRICULA,1458000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),2,22,MATRICULA,1444000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),3,22,MATRICULA,1444000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),4,22,MATRICULA,1445000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),5,22,MATRICULA,1445000
2011 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),6,22,MATRICULA,1438000
