Año - Semestre,Lugar de Clase,Nivel,Sede,Jornada,Programa Académico,Semestre,Código,Concepto Financiero,Valor del Concepto.
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),10,22,MATRICULA,287962
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),11,22,MATRICULA,287962
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),12,22,MATRICULA,287962
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA ELECTRONICA. (240),11,22,MATRICULA,439400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA DE SISTEMAS. (230),11,22,MATRICULA,512633
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA INDUSTRIAL. (220),11,22,MATRICULA,512633
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,COMERCIO INTERNACIONAL. (330),10,22,MATRICULA,575925
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),10,22,MATRICULA,575925
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),11,22,MATRICULA,575925
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),12,22,MATRICULA,575925
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (321),10,22,MATRICULA,575925
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),10,22,MATRICULA,575925
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),11,22,MATRICULA,575925
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),12,22,MATRICULA,575925
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN AGROPECUARIA AMBIENTAL. (910),4,22,MATRICULA,1212700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN AGROPECUARIA AMBIENTAL. (910),5,22,MATRICULA,1212700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN AGROPECUARIA AMBIENTAL. (910),6,22,MATRICULA,1212700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN LOGISTICA EMPRESARIAL. (930),4,22,MATRICULA,1212700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN LOGISTICA EMPRESARIAL. (930),5,22,MATRICULA,1212700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN LOGISTICA EMPRESARIAL. (930),6,22,MATRICULA,1212700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN AGROPECUARIA AMBIENTAL. (910),3,22,MATRICULA,1219100
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN LOGISTICA EMPRESARIAL. (930),3,22,MATRICULA,1219100
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN CIENCIAS SOCIALES. (441),6,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN CIENCIAS SOCIALES. (441),7,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN CIENCIAS SOCIALES. (441),8,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN CIENCIAS SOCIALES. (441),9,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN CIENCIAS SOCIALES. (441),10,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),6,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),7,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),8,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),9,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),10,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (660),6,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (660),7,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (660),8,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (660),9,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (660),10,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN CIENCIAS SOCIALES. (441),6,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN CIENCIAS SOCIALES. (441),7,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN CIENCIAS SOCIALES. (441),8,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN CIENCIAS SOCIALES. (441),9,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN CIENCIAS SOCIALES. (441),10,22,MATRICULA,1241800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN CIENCIAS SOCIALES. (441),4,22,MATRICULA,1254200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN CIENCIAS SOCIALES. (441),5,22,MATRICULA,1254200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),4,22,MATRICULA,1254200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),5,22,MATRICULA,1254200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (660),4,22,MATRICULA,1254200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (660),5,22,MATRICULA,1254200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN CIENCIAS SOCIALES. (441),4,22,MATRICULA,1254200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN CIENCIAS SOCIALES. (441),5,22,MATRICULA,1254200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN CIENCIAS SOCIALES. (441),3,22,MATRICULA,1260300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),3,22,MATRICULA,1260300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (660),3,22,MATRICULA,1260300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN CIENCIAS SOCIALES. (441),3,22,MATRICULA,1260300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN AGROPECUARIA AMBIENTAL. (910),2,22,MATRICULA,1299800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN LOGISTICA EMPRESARIAL. (930),2,22,MATRICULA,1299800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN AGROPECUARIA AMBIENTAL. (910),1,22,MATRICULA,1300000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN LOGISTICA EMPRESARIAL. (930),1,22,MATRICULA,1300000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN CIENCIAS SOCIALES. (441),2,22,MATRICULA,1304500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),2,22,MATRICULA,1304500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (660),2,22,MATRICULA,1304500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN CIENCIAS SOCIALES. (441),2,22,MATRICULA,1304500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN CIENCIAS SOCIALES. (441),1,22,MATRICULA,1305500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),1,22,MATRICULA,1305500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (660),1,22,MATRICULA,1305500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN CIENCIAS SOCIALES. (441),1,22,MATRICULA,1305500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),5,22,MATRICULA,1362789
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),7,22,MATRICULA,1362789
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),8,22,MATRICULA,1362789
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),9,22,MATRICULA,1362789
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),10,22,MATRICULA,1362789
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN ELECTRICIDAD. (603),1,22,MATRICULA,1362789
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN OBRAS CIVILES. (602),4,22,MATRICULA,1362789
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN OBRAS CIVILES. (602),6,22,MATRICULA,1362789
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),7,22,MATRICULA,1794900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),8,22,MATRICULA,1794900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),9,22,MATRICULA,1794900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),10,22,MATRICULA,1794900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,"LICENCIATURA EN EDUCACION FISICA, RECREA. (411)",7,22,MATRICULA,1794900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,"LICENCIATURA EN EDUCACION FISICA, RECREA. (411)",8,22,MATRICULA,1794900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,"LICENCIATURA EN EDUCACION FISICA, RECREA. (411)",9,22,MATRICULA,1794900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,"LICENCIATURA EN EDUCACION FISICA, RECREA. (411)",10,22,MATRICULA,1794900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),6,22,MATRICULA,1795900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,"LICENCIATURA EN EDUCACION FISICA, RECREA. (411)",6,22,MATRICULA,1795900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),5,22,MATRICULA,1810300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,"LICENCIATURA EN EDUCACION FISICA, RECREA. (411)",5,22,MATRICULA,1810300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),4,22,MATRICULA,1811300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,"LICENCIATURA EN EDUCACION FISICA, RECREA. (411)",4,22,MATRICULA,1811300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,ADMINISTRACIÓN COMERCIAL Y FINANCIERA. (609),9,22,MATRICULA,1817052
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,ADMINISTRACIÓN COMERCIAL Y FINANCIERA. (609),10,22,MATRICULA,1817052
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,ADMINISTRACIÓN DE SERVICIOS DE SALUD. (612),7,22,MATRICULA,1817052
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,ADMINISTRACIÓN DE SERVICIOS DE SALUD. (612),9,22,MATRICULA,1817052
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,ADMINISTRACIÓN DE SERVICIOS DE SALUD. (612),10,22,MATRICULA,1817052
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),3,22,MATRICULA,1987000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,"LICENCIATURA EN EDUCACION FISICA, RECREA. (411)",3,22,MATRICULA,1987000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),1,22,MATRICULA,1998000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),2,22,MATRICULA,1998000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,"LICENCIATURA EN EDUCACION FISICA, RECREA. (411)",1,22,MATRICULA,1998000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,"LICENCIATURA EN EDUCACION FISICA, RECREA. (411)",2,22,MATRICULA,1998000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),6,22,MATRICULA,2160900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),7,22,MATRICULA,2160900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),8,22,MATRICULA,2160900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),9,22,MATRICULA,2160900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),10,22,MATRICULA,2160900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN LENGUAS EXTRANJERAS CON . (431),6,22,MATRICULA,2160900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN LENGUAS EXTRANJERAS CON . (431),7,22,MATRICULA,2160900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN LENGUAS EXTRANJERAS CON . (431),8,22,MATRICULA,2160900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN LENGUAS EXTRANJERAS CON . (431),9,22,MATRICULA,2160900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN LENGUAS EXTRANJERAS CON . (431),10,22,MATRICULA,2160900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),5,22,MATRICULA,2180400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN LENGUAS EXTRANJERAS CON . (431),5,22,MATRICULA,2180400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),4,22,MATRICULA,2181400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN LENGUAS EXTRANJERAS CON . (431),4,22,MATRICULA,2181400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),3,22,MATRICULA,2189600
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN LENGUAS EXTRANJERAS CON . (431),3,22,MATRICULA,2189600
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AGROPECUARIA. (250),2,22,MATRICULA,2220500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AGROPECUARIA. (250),3,22,MATRICULA,2220500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AGROPECUARIA. (250),4,22,MATRICULA,2220500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AGROPECUARIA. (250),5,22,MATRICULA,2220500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AGROPECUARIA. (250),6,22,MATRICULA,2220500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AGROPECUARIA. (250),7,22,MATRICULA,2220500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AGROPECUARIA. (250),8,22,MATRICULA,2220500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AGROPECUARIA. (250),9,22,MATRICULA,2220500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AGROPECUARIA. (250),10,22,MATRICULA,2220500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),2,22,MATRICULA,2264700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN LENGUAS EXTRANJERAS CON . (431),2,22,MATRICULA,2264700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,COMERCIO INTERNACIONAL. (330),6,22,MATRICULA,2303700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,COMERCIO INTERNACIONAL. (330),7,22,MATRICULA,2303700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,COMERCIO INTERNACIONAL. (330),8,22,MATRICULA,2303700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,COMERCIO INTERNACIONAL. (330),9,22,MATRICULA,2303700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),6,22,MATRICULA,2303700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),7,22,MATRICULA,2303700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),8,22,MATRICULA,2303700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),9,22,MATRICULA,2303700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (321),6,22,MATRICULA,2303700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (321),7,22,MATRICULA,2303700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (321),8,22,MATRICULA,2303700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (321),9,22,MATRICULA,2303700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),6,22,MATRICULA,2303700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),7,22,MATRICULA,2303700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),8,22,MATRICULA,2303700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),9,22,MATRICULA,2303700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),6,22,MATRICULA,2303700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),7,22,MATRICULA,2303700
